"teamstats_offense_yearly_id","season_year","team","pass_cmp","pass_att","pass_yds","pass_int","pass_td","pass_sacked","pass_sacked_yds","exp_pts_pass","rush_att","rush_yds","rush_td","exp_pts_rush","fumbles","two_pt_md","two_pt_att","fga","fgm","drives","play_count_tip","score_pct","turnover_pct","start_avg","time_avg","points_avg"
187,2013,"JAX",349,592,3441,21,16,50,310,-77.39,378,1260,7,-60.08,18,0,2,25,23,195,1045,23.6,13.8,71.8,135,1.18
193,2013,"KC",333,546,3340,8,24,41,221,53.99,442,2056,17,-9.90,21,0,0,28,22,197,1057,32.0,9.1,66.6,151,1.79
190,2013,"MIA",357,594,3567,19,24,58,399,1.12,349,1440,8,-36.94,16,0,1,34,26,194,1035,29.9,13.4,72.1,142,1.56
197,2013,"MIN",325,546,3427,19,18,44,218,-4.70,423,2081,23,25.14,23,0,1,30,26,195,1043,34.4,14.9,71.9,140,1.87
169,2013,"NE",380,628,4087,11,25,40,256,124.17,470,2065,19,-19.61,24,2,3,41,38,201,1179,40.8,10.0,70.0,145,2.10
167,2013,"NO",446,651,4918,12,39,37,244,177.27,391,1473,10,-22.06,12,0,1,32,24,181,1111,40.3,8.3,72.2,173,2.29
178,2013,"NYG",325,567,3588,29,18,40,287,-38.60,381,1332,11,-85.03,26,1,1,26,23,204,1014,25.5,20.1,72.9,138,1.33
191,2013,"NYJ",266,480,2932,22,13,47,338,-68.88,493,2158,12,-23.34,15,0,0,36,33,196,1056,29.6,14.8,74.0,148,1.40
176,2013,"OAK",298,519,3340,20,17,44,289,-33.55,437,2000,16,-11.83,27,0,0,30,21,194,1030,27.8,14.9,73.5,148,1.52
171,2013,"PHI",310,508,4110,9,32,46,296,117.53,500,2566,19,22.32,19,3,8,28,23,201,1082,36.8,9.0,72.1,126,2.12
168,2013,"PIT",377,586,4017,14,28,43,289,68.54,394,1383,9,-55.82,16,1,2,32,30,189,1055,35.4,12.7,70.2,157,1.85
189,2013,"SD",378,544,4328,11,32,30,150,203.42,486,1965,9,-10.93,14,0,0,37,34,167,1097,44.9,11.4,72.7,193,2.33
183,2013,"SEA",267,420,3236,9,27,44,272,111.62,509,2188,14,-43.64,26,0,1,35,33,182,1008,40.7,9.3,69.0,161,2.12
181,2013,"SF",244,417,2979,8,21,39,231,85.58,505,2201,18,-18.10,20,0,0,36,32,188,997,37.8,9.0,68.4,156,1.96
172,2013,"STL",301,506,3125,11,22,36,235,7.71,426,1752,10,-48.54,20,3,4,28,26,184,996,31.5,11.4,73.7,152,1.64
170,2013,"TB",291,514,2820,12,22,47,361,-18.49,420,1612,6,-52.12,18,0,0,29,23,188,1010,27.1,9.6,73.2,151,1.41
186,2013,"TEN",328,533,3496,16,22,37,214,55.40,462,1894,16,-12.25,27,0,0,29,25,184,1061,34.2,11.4,72.1,158,1.85
195,2013,"WAS",355,611,3751,19,20,43,306,-27.01,453,2164,14,-8.25,30,2,5,26,21,199,1133,27.6,16.6,74.7,149,1.51
216,2014,"ARI",320,568,3808,12,21,28,182,55.43,397,1308,6,-59.05,16,2,5,33,29,181,1026,30.9,9.4,73.1,158,1.52
205,2014,"ATL",418,632,4553,15,28,31,205,105.81,372,1498,11,-26.32,16,1,2,32,29,175,1067,38.9,13.1,73.5,162,2.06
225,2014,"BAL",344,554,3819,12,27,19,167,153.58,448,2019,16,-18.60,16,1,3,34,29,182,1055,39.6,9.9,71.3,156,2.13
209,2014,"BUF",363,579,3614,13,23,39,242,21.36,402,1482,7,-65.53,22,2,2,38,34,197,1058,32.5,11.2,69.8,145,1.58
212,2014,"CAR",327,545,3511,12,23,42,317,56.09,473,2036,10,-18.45,25,1,2,35,29,178,1095,34.8,11.8,72.3,174,1.79
220,2014,"CHI",396,609,3792,19,30,41,243,-2.52,355,1441,8,-7.23,19,5,5,16,12,180,1021,27.8,16.1,74.1,161,1.68
207,2014,"CIN",323,503,3421,17,20,23,130,9.94,492,2147,19,3.67,20,1,1,33,26,191,1051,34.0,13.1,69.7,153,1.84
206,2014,"CLE",274,502,3465,16,12,31,213,23.61,477,1728,17,-47.08,17,0,2,32,25,193,1042,28.0,10.9,73.2,140,1.44
230,2014,"DAL",328,476,3784,11,37,30,224,196.41,508,2354,16,-17.90,21,0,0,29,25,179,1043,43.6,12.8,71.1,176,2.49
227,2014,"DEN",399,607,4661,15,40,17,118,161.99,443,1785,15,-29.00,16,2,2,29,24,198,1096,39.9,9.6,71.1,149,2.31
211,2014,"DET",365,604,4030,12,22,45,254,83.34,396,1422,11,-35.00,21,1,3,38,25,179,1083,32.4,9.5,70.1,170,1.71
228,2014,"GB",349,536,4261,6,38,30,186,231.61,435,1917,14,-27.01,19,1,3,33,27,169,1034,46.7,7.1,71.5,173,2.63
217,2014,"HOU",295,485,3352,13,22,26,108,41.25,551,2161,12,-44.90,19,0,0,35,30,194,1097,33.0,11.3,72.3,154,1.69
229,2014,"IND",410,661,4894,16,42,29,168,150.92,415,1612,9,-56.98,31,0,3,31,30,205,1136,39.5,14.6,71.3,149,2.18
219,2014,"JAX",325,557,3001,18,15,71,450,-103.83,360,1633,9,-8.91,15,1,4,26,20,195,1014,22.6,12.8,74.3,134,1.17
226,2014,"KC",320,493,3182,6,18,49,246,58.31,420,1918,18,-2.73,22,0,2,30,25,173,992,35.8,9.2,70.7,166,1.93
222,2014,"MIA",394,595,3729,12,27,46,337,83.74,399,1872,12,-11.91,27,1,1,37,29,181,1077,37.6,10.5,68.9,160,1.99
224,2014,"MIN",322,517,3244,18,17,51,322,1.79,413,1804,12,4.02,12,4,4,35,26,176,1016,31.8,10.8,72.7,157,1.64
201,2014,"NE",392,609,4121,9,34,26,170,190.36,438,1727,13,-6.34,13,0,1,37,35,181,1110,45.3,7.2,69.4,157,2.40
199,2014,"NO",456,659,4764,17,33,30,188,143.71,406,1818,16,4.07,22,0,1,22,19,174,1117,39.1,16.7,74.5,169,2.30
210,2014,"NYG",383,607,4272,14,30,30,198,82.92,449,1603,13,-43.06,21,0,0,26,24,193,1112,34.7,12.4,71.8,153,1.93
223,2014,"NYJ",287,498,2946,15,16,47,260,-10.34,507,2280,11,-19.76,25,0,4,39,32,186,1091,31.7,11.8,72.2,160,1.53
208,2014,"OAK",365,629,3275,16,22,28,181,-60.61,337,1240,4,-71.76,28,0,0,22,19,198,1016,22.7,13.6,75.8,137,1.21
203,2014,"PHI",384,621,4356,21,27,32,225,89.05,474,1992,16,-33.02,25,0,0,36,32,203,1163,36.9,17.2,70.0,126,1.96
200,2014,"PIT",411,612,4825,10,33,33,172,189.59,423,1752,10,-29.11,16,4,4,32,29,174,1100,41.4,11.5,74.3,179,2.23
221,2014,"SD",380,574,4098,18,31,37,198,111.54,398,1367,6,-48.68,15,0,0,26,22,174,1035,33.9,12.6,73.6,171,1.87
215,2014,"SEA",287,454,3250,7,20,42,242,88.28,525,2762,20,65.66,23,0,1,37,31,175,1058,40.6,6.9,69.5,178,2.13
213,2014,"SF",292,487,3063,10,20,52,344,46.81,470,2176,10,-32.96,18,0,0,31,25,178,1040,30.9,11.8,72.2,171,1.60
204,2014,"STL",327,515,3400,16,20,47,295,5.26,395,1635,11,-56.47,27,1,1,30,24,186,987,29.6,14.0,72.0,151,1.55
202,2014,"TB",301,531,3297,20,21,52,326,-17.44,353,1375,7,-42.31,29,0,0,24,20,180,960,26.7,17.2,73.4,146,1.42
218,2014,"TEN",299,513,3412,16,20,50,326,-41.89,356,1447,6,-40.88,23,0,1,22,19,191,941,23.6,12.6,74.2,138,1.25
214,2014,"WAS",364,547,4047,18,18,58,414,22.45,401,1691,15,-11.85,31,0,1,27,24,192,1033,29.7,15.6,74.9,154,1.58
248,2015,"ARI",353,562,4616,13,35,27,159,215.02,452,1917,16,-34.46,23,0,0,31,28,186,1073,42.5,11.8,72.2,165,2.37
237,2015,"ATL",410,621,4379,17,21,32,220,132.47,420,1606,13,-62.96,26,1,3,31,25,174,1104,34.5,17.2,73.0,178,1.84
256,2015,"BAL",426,676,4271,21,21,24,178,8.60,383,1478,8,-46.34,13,1,4,40,33,186,1123,33.3,14.0,72.9,158,1.62
241,2015,"BUF",295,465,3343,9,23,42,257,40.27,509,2432,19,19.54,28,2,5,27,23,186,1043,34.9,8.6,73.3,162,1.95
244,2015,"CAR",300,501,3589,10,35,33,284,122.36,526,2282,19,1.76,12,0,0,36,30,198,1097,42.9,9.6,69.3,155,2.40
252,2015,"CHI",334,523,3663,12,21,34,183,49.93,468,1854,13,-20.72,20,2,5,39,33,179,1064,37.4,11.2,70.6,169,1.88
239,2015,"CIN",334,505,3923,9,31,32,181,159.94,467,1805,18,-50.08,17,1,1,28,23,182,1032,39.6,9.3,69.9,165,2.26
238,2015,"CLE",371,609,3782,12,20,53,374,18.79,380,1529,5,-43.30,28,2,4,32,28,178,1074,29.8,15.2,72.6,167,1.46
262,2015,"DAL",334,528,3471,22,16,33,206,-25.67,408,1890,8,-8.73,18,1,1,32,30,172,1001,31.4,18.0,75.5,174,1.50
258,2015,"DEN",368,606,3970,23,19,39,246,-0.66,411,1718,13,-58.86,16,0,1,35,30,199,1091,31.2,15.1,74.1,147,1.58
243,2015,"DET",420,632,4212,14,33,44,251,77.76,354,1335,7,-33.64,17,0,3,24,22,179,1054,34.6,12.3,74.4,169,1.93
260,2015,"GB",348,573,3503,8,31,47,322,79.41,436,1850,8,-24.48,24,4,6,28,24,192,1085,33.3,8.9,71.9,151,1.83
249,2015,"HOU",358,619,3833,12,29,36,246,12.41,472,1731,7,-57.39,22,2,3,27,23,204,1154,28.9,9.8,74.5,145,1.57
246,2015,"IND",355,619,3704,19,26,37,224,18.03,396,1438,6,-57.39,19,1,2,27,25,194,1079,29.4,14.4,73.2,149,1.54
251,2015,"JAX",355,607,4108,18,35,51,320,52.47,354,1473,5,-51.90,25,1,5,30,26,193,1042,34.2,14.0,72.8,139,1.85
257,2015,"KC",310,473,3255,7,20,46,238,47.83,436,2044,19,30.20,15,2,4,37,30,182,992,37.9,7.1,68.7,163,1.99
254,2015,"MIA",365,588,3811,12,24,45,420,30.04,344,1496,11,-19.49,23,2,3,16,13,187,993,25.7,9.6,74.0,141,1.52
261,2015,"MIN",294,454,2928,9,14,45,318,18.21,474,2211,18,20.45,21,1,1,39,34,172,1012,38.4,9.3,69.8,170,1.90
233,2015,"NE",404,629,4587,7,36,38,225,167.70,383,1404,14,-32.37,14,0,0,36,33,192,1086,43.2,5.7,69.9,151,2.34
231,2015,"NO",460,667,4970,12,32,32,235,178.88,397,1491,16,-19.87,17,1,4,26,18,182,1122,36.3,10.4,73.6,165,2.14
242,2015,"NYG",392,623,4343,14,36,27,157,107.79,403,1609,5,-35.80,23,1,2,32,30,186,1085,38.2,11.3,72.0,147,2.03
255,2015,"NYJ",362,604,4057,16,33,22,113,95.90,448,1868,11,-27.80,17,0,0,33,27,199,1107,35.7,11.6,70.8,151,1.95
240,2015,"OAK",373,605,3879,14,34,33,250,48.70,370,1457,7,-39.49,27,1,3,26,21,195,1034,31.8,10.3,70.6,145,1.79
235,2015,"PHI",405,623,4087,18,23,37,254,34.73,442,1743,15,-39.53,25,0,0,26,21,203,1130,29.1,15.3,73.6,123,1.62
232,2015,"PIT",391,590,4603,21,26,33,219,138.45,388,1724,16,-18.38,16,8,11,42,35,190,1053,40.5,13.7,71.8,150,2.10
253,2015,"SD",442,667,4591,13,30,40,264,93.92,393,1358,4,-66.30,20,2,3,32,26,178,1132,33.7,12.4,76.7,172,1.78
247,2015,"SEA",333,489,3790,8,34,46,271,171.26,500,2268,10,-19.96,17,1,5,31,29,174,1066,42.0,8.6,70.8,178,2.27
245,2015,"SF",322,526,3316,12,16,53,330,-25.62,390,1544,7,-23.53,21,1,2,27,24,182,996,25.8,8.2,76.3,141,1.28
236,2015,"STL",273,473,2805,11,11,18,126,-41.85,429,1956,16,-30.95,22,1,2,31,21,196,951,24.5,10.2,72.1,138,1.29
234,2015,"TB",312,535,3852,15,22,27,190,86.17,455,2162,12,-18.91,26,1,3,40,29,176,1057,35.8,14.8,73.8,158,1.85
250,2015,"TEN",342,551,3503,17,25,54,390,-10.68,371,1485,10,-49.87,25,3,5,16,14,191,992,25.7,16.2,73.0,149,1.50
259,2015,"WAS",386,555,4095,11,30,27,199,132.42,429,1566,9,-56.28,26,2,3,30,26,180,1041,36.1,11.1,73.0,169,1.95
18,2016,"ARI",383,646,4136,17,28,41,289,73.35,399,1732,20,-14.69,27,1,4,28,21,197,1116,35.0,14.2,70.3,151,2.03
6,2016,"ATL",374,537,4725,7,38,37,235,286.22,421,1928,20,20.78,8,2,6,37,34,175,1031,52.6,6.3,70.7,167,2.90
26,2016,"BAL",439,679,4100,16,20,33,243,-3.95,367,1463,10,-11.25,19,4,5,39,38,191,1118,35.6,10.5,71.1,155,1.70
10,2016,"BUF",286,474,3036,7,17,46,214,50.53,492,2630,29,59.91,15,4,4,25,19,177,1046,36.7,6.8,71.1,162,2.14
14,2016,"CAR",306,563,3685,19,21,36,277,21.25,453,1814,16,-24.98,13,3,6,38,30,193,1089,34.7,14.0,69.6,153,1.81
22,2016,"CHI",347,559,3969,19,19,28,170,36.06,380,1735,10,-19.89,26,0,0,23,18,172,991,27.3,17.4,74.5,157,1.49
8,2016,"CIN",364,563,3942,8,18,41,264,99.42,446,1769,17,1.28,20,0,0,35,28,176,1083,35.8,8.5,73.2,165,1.87
7,2016,"CLE",338,567,3264,14,15,66,429,22.11,350,1712,13,-15.44,26,2,4,27,21,180,1014,27.2,13.3,76.6,151,1.44
32,2016,"DAL",325,483,3631,6,25,28,168,148.72,499,2396,24,39.96,22,0,2,32,27,173,1045,43.9,8.7,71.2,177,2.45
28,2016,"DEN",339,570,3685,11,20,40,229,24.92,410,1484,11,-57.61,24,1,2,34,29,198,1055,30.3,11.6,70.9,141,1.54
12,2016,"DET",388,594,4111,10,24,37,216,116.81,350,1310,9,-17.32,9,1,2,36,31,156,1015,41.0,9.0,74.3,185,2.08
30,2016,"GB",403,620,4199,8,40,35,246,225.04,374,1701,11,-3.65,21,2,4,30,26,176,1061,43.8,9.1,70.4,170,2.47
19,2016,"HOU",347,583,3176,16,15,32,242,-26.81,456,1859,8,-39.31,20,0,0,41,35,185,1113,31.4,11.4,71.4,164,1.44
16,2016,"IND",370,584,4202,15,32,44,289,107.54,409,1628,13,-4.97,16,2,3,31,27,180,1070,40.6,12.2,71.7,165,2.24
21,2016,"JAX",369,626,3728,16,24,34,197,36.21,392,1631,8,-44.63,23,2,2,34,27,191,1090,31.4,13.6,73.4,147,1.63
27,2016,"KC",365,546,3740,8,19,32,174,70.40,412,1748,15,-24.46,18,2,2,35,31,178,1029,37.1,9.0,69.5,165,1.90
13,2016,"LA",312,536,2951,20,14,49,362,-102.82,375,1252,9,-51.81,24,0,1,22,19,193,987,21.8,14.5,72.6,146,1.13
24,2016,"MIA",316,477,3500,15,27,30,216,59.80,406,1824,14,-29.06,26,1,2,21,16,189,938,30.7,11.1,70.4,147,1.81
31,2016,"MIN",414,588,3836,5,20,38,283,92.52,380,1205,9,-78.99,20,1,3,31,27,174,1037,32.8,7.5,68.8,169,1.67
3,2016,"NE",368,550,4308,2,32,24,148,254.97,482,1872,19,-36.10,27,1,2,32,27,182,1095,42.9,4.9,69.1,165,2.41
1,2016,"NO",472,674,5074,15,38,27,184,179.51,404,1742,17,15.68,17,2,5,34,28,181,1137,45.9,12.7,72.6,164,2.59
11,2016,"NYG",377,598,3879,16,26,22,148,18.97,398,1412,6,-60.21,22,0,1,22,21,193,1042,27.5,13.0,72.4,141,1.49
25,2016,"NYJ",311,550,3466,25,16,35,179,-25.88,418,1802,10,-8.50,24,1,1,31,27,185,1036,29.7,17.8,72.5,159,1.50
9,2016,"OAK",379,596,4051,7,29,18,86,108.92,434,1922,17,-38.09,17,5,7,35,29,194,1083,38.7,7.2,68.3,157,2.11
5,2016,"PHI",380,609,3585,14,16,33,213,36.74,438,1813,16,-17.58,24,4,6,41,35,178,1123,37.6,11.2,69.7,175,1.85
2,2016,"PIT",381,596,4202,15,33,21,175,154.88,409,1760,13,-16.84,15,3,9,28,24,182,1058,38.5,9.9,72.7,162,2.16
23,2016,"SD",349,580,4198,21,33,36,188,81.34,398,1510,10,-32.24,22,0,2,32,26,181,1049,38.1,18.2,71.9,162,2.09
17,2016,"SEA",368,567,4124,12,23,42,298,116.80,403,1591,13,-33.05,22,1,2,37,33,185,1044,37.3,9.7,70.5,156,1.90
15,2016,"SF",287,491,2911,10,21,47,255,-17.00,458,2019,15,-16.25,29,2,2,21,18,197,1021,27.4,10.7,72.8,131,1.55
4,2016,"TB",355,578,3926,18,29,35,239,107.80,453,1616,8,-68.53,19,4,7,31,22,182,1095,32.4,14.8,71.6,163,1.79
20,2016,"TEN",307,504,3541,11,29,28,179,81.97,476,2187,16,-4.29,16,0,5,24,22,184,1035,36.4,9.8,71.8,159,2.07
29,2016,"WAS",407,607,4758,12,25,23,190,168.33,379,1696,17,-6.75,19,0,4,42,34,175,1052,43.4,11.4,72.6,165,2.26
277,2017,"ARI",339,598,3640,18,21,52,339,-13.17,410,1386,6,-67.36,19,1,2,40,32,202,1091,29.2,12.4,70.3,148,1.41
270,2017,"ATL",343,530,3990,12,21,24,156,138.01,430,1847,12,-41.81,17,0,1,39,34,165,1027,41.2,10.3,74.1,174,2.06
291,2017,"BAL",363,567,3030,13,20,27,205,-13.04,460,1856,14,-9.32,19,1,3,37,34,192,1095,36.5,8.9,67.2,154,1.84
293,2017,"BUF",289,476,2825,10,16,47,261,-24.64,487,2017,12,-35.28,17,0,1,33,29,180,1065,31.7,8.9,71.8,151,1.57
290,2017,"CAR",293,501,3077,16,22,35,242,49.62,490,2102,15,-59.58,19,1,3,30,29,179,1059,37.4,11.7,70.0,173,1.97
294,2017,"CHI",291,473,2811,12,13,39,274,-47.95,422,1788,13,-21.57,24,1,2,22,16,174,961,24.1,12.1,72.9,161,1.32
289,2017,"CIN",304,510,3122,12,25,40,264,3.09,377,1366,6,-53.02,22,0,0,20,18,185,946,26.5,11.4,72.1,142,1.46
284,2017,"CLE",312,574,3228,28,15,50,309,-97.30,384,1714,11,8.93,25,1,1,20,15,186,1028,22.0,21.0,73.5,146,1.22
288,2017,"DAL",309,493,3141,13,22,32,185,10.60,480,2170,18,47.09,11,0,3,29,22,171,1041,36.3,11.1,70.1,170,2.02
282,2017,"DEN",332,566,3333,22,19,52,335,-55.92,457,1852,8,-26.92,26,2,4,32,24,193,1106,26.4,16.6,73.0,157,1.35
268,2017,"DET",374,570,4183,11,29,47,287,89.26,363,1221,10,-72.52,21,2,5,35,30,185,1017,37.3,11.9,70.1,155,1.96
287,2017,"GB",352,562,3167,18,25,51,365,-18.50,386,1724,13,25.20,14,1,3,19,15,174,1024,30.5,13.2,73.5,161,1.79
283,2017,"HOU",299,525,3278,17,28,54,366,11.42,448,1842,8,-21.42,25,2,5,25,20,192,1054,29.2,14.6,74.7,150,1.63
292,2017,"IND",285,487,2892,9,13,56,334,-36.09,451,1661,11,-34.64,20,0,1,34,29,180,1030,29.4,8.3,72.7,158,1.42
279,2017,"JAC",316,527,3593,13,21,24,123,81.69,527,2262,18,-5.53,24,3,6,35,30,199,1115,34.7,11.1,70.8,156,1.82
269,2017,"KC",363,543,4104,8,26,37,222,124.25,405,1903,12,-3.80,14,0,2,45,41,176,1032,44.9,6.3,70.9,169,2.21
263,2017,"LAC",366,583,4431,11,28,18,120,156.04,419,1595,10,-38.17,17,0,1,30,20,177,1052,33.3,8.5,73.9,165,1.88
272,2017,"LAR",320,518,3831,7,28,28,192,97.03,454,1953,17,-15.67,29,0,0,43,40,190,1047,45.3,9.5,67.1,152,2.33
280,2017,"MIA",373,602,3535,21,24,33,257,-36.77,360,1388,4,-53.42,23,1,1,23,21,190,1024,25.8,15.3,71.9,149,1.36
273,2017,"MIN",357,527,3753,8,25,27,176,111.89,501,1957,15,-51.54,11,2,2,38,32,185,1094,38.9,7.6,70.6,168,2.03
264,2017,"NE",389,587,4418,8,32,35,201,269.95,448,1889,16,-12.30,13,2,2,40,37,174,1110,49.4,6.9,71.5,169,2.61
267,2017,"NO",386,536,4189,8,23,20,145,159.24,444,2070,23,12.92,19,1,1,36,31,175,1044,44.6,9.1,70.4,171,2.41
281,2017,"NYG",373,608,3479,14,20,34,201,-41.20,394,1549,6,-37.38,20,1,5,25,18,194,1064,22.7,11.3,73.3,142,1.22
286,2017,"NYJ",323,510,3182,12,19,47,319,16.71,427,1702,13,-52.89,25,1,3,30,25,199,1019,28.6,11.1,72.4,146,1.50
278,2017,"OAK",347,558,3631,14,23,24,130,39.71,370,1554,13,-22.49,33,2,2,21,16,178,978,29.2,15.2,71.7,156,1.69
275,2017,"PHI",341,564,3737,9,38,36,230,205.87,473,2115,9,-35.77,25,6,9,34,29,191,1109,40.3,9.4,70.0,164,2.21
265,2017,"PIT",384,590,4380,15,29,24,154,176.19,437,1667,12,-42.32,15,2,4,38,35,179,1091,43.0,10.6,70.7,172,2.23
276,2017,"SEA",340,555,3657,12,34,43,322,58.59,409,1629,4,-44.40,18,2,3,29,21,197,1039,30.5,8.6,71.5,143,1.71
271,2017,"SF",362,607,3925,15,15,43,310,20.35,408,1662,15,-23.66,14,0,1,41,39,184,1102,37.5,12.0,72.4,153,1.78
266,2017,"TB",378,605,4366,14,26,40,241,113.90,390,1448,8,-39.81,27,2,6,34,25,175,1073,33.7,15.4,72.4,163,1.79
285,2017,"TEN",306,496,3191,17,14,35,203,-7.39,443,1833,18,-2.63,10,0,0,42,35,191,1017,35.1,12.6,71.3,152,1.72
274,2017,"WAS",347,540,3751,13,27,41,342,44.45,401,1448,10,-73.87,28,0,0,28,24,191,1012,31.9,12.6,70.6,150,1.73
